Rowid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG,CONGRESS,STATE,YEAR,MONTH,PARTY_OF_1,VICTOR,VICTOR_VOT,MARGIN,MARGIN_PER,TOTAL_VOTE,MARGINPERC
7353,Tennessee,47073073005,5,73,73,73,TN,932,11,100,"BYRNS, JOSEPH W",33833,29767,0.770407371,38638,0
7354,Montana,30066089001,1,66,89,73,MT,932,11,100,"MONAGHAN, JOSEPH P",51159,17826,0.205546267,86725,0
7355,Nebraska,31073077002,2,73,77,73,NE,932,11,100,"BURKE, EDWARD R",51728,7519,0.074555532,100851,0
7356,Tennessee,47073073006,6,73,73,73,TN,932,11,100,"TURNER, CLARENCE W",15779,11864,0.594359,19961,0
7357,Nebraska,31073077003,3,73,77,73,NE,932,11,100,"HOWARD, EDGAR",74207,41253,0.367084891,112380,0
7358,Nebraska,31073077004,4,73,77,73,NE,932,11,100,"SHALLENBERGER, ASHTON C",53713,14775,0.123159895,119966,0
7359,Nebraska,31073077005,5,73,77,73,NE,932,11,100,"CARPENTER, TERRY",53586,4386,0.042020752,104377,0
7360,Nevada,32042097000,0,42,97,73,NV,932,11,100,"SCRUGHAM, JAMES G",24979,8846,0.215168321,41112,0
7361,New Mexico,35063077000,0,63,77,73,NM,932,11,100,"CHAVEZ, DENNIS",94764,41859,0.279866014,149568,0
7362,Pennsylvania,42073077010,10,73,77,73,PA,932,11,200,"KINZER, J ROLAND",62682,-25841,-0.253631581,101884,0
7363,Pennsylvania,42073077011,11,73,77,73,PA,932,11,100,"BOLAND, PATRICK J",69684,-66679,-0.917318989,72689,0
7364,Pennsylvania,42073077012,12,73,77,73,PA,932,11,200,"TURPIN, C MURRAY",57377,-1727,-0.015279535,113027,0
7365,Pennsylvania,42073077013,13,73,77,73,PA,932,11,200,"BRUMM, GEORGE FRANKLIN",97120,-92065,-0.860332115,107011,0
7366,Pennsylvania,42073077014,14,73,77,73,PA,932,11,100,"RICHARDSON, WILLIAM E",29386,6488,0.090493193,71696,0
7367,Pennsylvania,42073077015,15,73,77,73,PA,932,11,200,"MCFADDEN, LOUIS T",71345,-68410,-0.92097469,74280,0
7368,Pennsylvania,42073077016,16,73,77,73,PA,932,11,200,"RICH, ROBERT F",46044,-21373,-0.295015667,72447,0
7369,Pennsylvania,42073077017,17,73,77,73,PA,932,11,200,"DITTER, J WILLIAM",59694,-35987,-0.360884084,99719,0
7370,Pennsylvania,42073077018,18,73,77,73,PA,932,11,200,"FOCHT, BENJAMIN K",28749,-9519,-0.15985692,59547,0
7371,Pennsylvania,42073077019,19,73,77,73,PA,932,11,200,"DOUTRICH, ISAAC H",59120,-21368,-0.209943014,101780,0
7372,Pennsylvania,42073077001,1,73,77,73,PA,932,11,200,"RANSLEY, HARRY C",65508,-60575,-0.845759683,71622,0
7373,Pennsylvania,42073077020,20,73,77,73,PA,932,11,200,"COCHRAN, THOMAS C",44754,-5956,-0.071284948,83552,0
7374,Pennsylvania,42073077021,21,73,77,73,PA,932,11,100,"WALTER, FRANCIS E",39996,5807,0.076548906,75860,0
7375,Pennsylvania,42073077022,22,73,77,73,PA,932,11,100,"HAINES, HARRY L",47648,14682,0.176544858,83163,0
7376,Pennsylvania,42073077023,23,73,77,73,PA,932,11,200,"KURTZ, J BANKS",35342,-1392,-0.019369382,71866,0
7377,Pennsylvania,42073077024,24,73,77,73,PA,932,11,100,"SNYDER, J BUELL",31144,5049,0.082853345,60939,0
7378,Pennsylvania,42073077025,25,73,77,73,PA,932,11,100,"FADDIS, CHARLES I",36781,9430,0.143754383,65598,0
7379,Pennsylvania,42073077026,26,73,77,73,PA,932,11,200,"SWICK, J HOWARD",45029,-6627,-0.079430907,83431,0
7380,Pennsylvania,42073077027,27,73,77,73,PA,932,11,200,"STRONG, NATHAN L",52887,-10124,-0.097086634,104278,0
7381,Pennsylvania,42073077028,28,73,77,73,PA,932,11,100,"BERLIN, WILLIAM M",43619,11442,0.14491432,78957,0
7382,Pennsylvania,42073077029,29,73,77,73,PA,932,11,100,"CROSBY, CHARLES N",30106,2157,0.035927246,60038,0
7383,Pennsylvania,42073077034,34,73,77,73,PA,932,11,100,"DUNN, MATTHEW A",40651,4550,0.055815893,81518,0
7384,Pennsylvania,42073077003,3,73,77,73,PA,932,11,200,"WALDRON, ALFRED M",53064,-15577,-0.168671698,92351,0
7385,Tennessee,47073073008,8,73,73,73,TN,932,11,100,"COOPER, L JERE",19871,17564,0.779271485,22539,0
7386,North Carolina,37073077001,1,73,77,73,NC,932,11,100,"WARREN, LINDSAY C",32790,29477,0.816469545,36103,0
7387,North Carolina,37073077010,10,73,77,73,NC,932,11,100,"BULWINKLE, ALFRED L",63776,20709,0.193826456,106843,0
7388,North Carolina,37073077011,11,73,77,73,NC,932,11,100,"WEAVER, ZEBULON",64667,25487,0.245428371,103847,0
7389,North Carolina,37073077002,2,73,77,73,NC,932,11,100,"KERR, JOHN H",34325,32895,0.920011187,35755,0
7390,Indiana,18073073008,8,73,73,73,IN,932,11,100,"BOEHNE, JOHN W JR",83396,35365,0.269084739,131427,0
7391,Indiana,18073073009,9,73,73,73,IN,932,11,100,"CROWE, EUGENE B",76157,20289,0.153082936,132536,0
7392,North Carolina,37073077003,3,73,77,73,NC,932,11,100,"ABERNETHY, CHARLES L",30395,19249,0.463373535,41541,0
7393,Maryland,24068079003,3,68,79,73,MD,932,11,100,"PALMISANO, VINCENT L",34724,23354,0.489314449,47728,0
7394,Maryland,24068079004,4,68,79,73,MD,932,11,100,"KENNEDY, AMBROSE J",46463,24232,0.344253445,70390,0
7395,North Carolina,37073077004,4,73,77,73,NC,932,11,100,"POU, EDWARD W",51103,34974,0.520198715,67232,0
7396,Massachusetts,25073077004,4,73,77,73,MA,932,11,200,"HOLMES, PEHR G",56408,-10327,-0.100762033,102489,0
7397,Massachusetts,25073077005,5,73,77,73,MA,932,11,200,"ROGERS, EDITH NOURSE MRS",74459,-24671,-0.19856415,124247,0
7398,Massachusetts,25073077006,6,73,77,73,MA,932,11,200,"ANDREW, A PIATT",65728,-34312,-0.353207609,97144,0
7399,Massachusetts,25073077007,7,73,77,73,MA,932,11,100,"CONNERY, WILLIAM P JR",61591,17260,0.158571205,108847,0
7400,Massachusetts,25073077008,8,73,77,73,MA,932,11,100,"HEALEY, ARTHUR D",50266,2196,0.022331598,98336,0
7401,Massachusetts,25073077009,9,73,77,73,MA,932,11,200,"LUCE, ROBERT",61178,-4753,-0.039934465,119020,0
7402,Michigan,26073082010,10,73,82,73,MI,932,11,200,"WOODRUFF, ROY O",38937,-6561,-0.091040282,72067,0
7403,Michigan,26073082011,11,73,82,73,MI,932,11,100,"BROWN, PRENTISS M",39261,1950,0.024857547,78447,0
7404,Michigan,26073082012,12,73,82,73,MI,932,11,200,"JAMES, W FRANK",48014,-21089,-0.27449985,76827,0
7405,Michigan,26073082013,13,73,82,73,MI,932,11,200,"MCLEOD, CLARENCE J",50437,-7063,-0.073375719,96258,0
7406,Michigan,26073082014,14,73,82,73,MI,932,11,100,"WEIDEMAN, CARL M",53789,3298,0.030880439,106799,0
7407,Michigan,26073082015,15,73,82,73,MI,932,11,100,"DINGELL, JOHN D",52376,2575,0.023766891,108344,0
7408,Michigan,26073082016,16,73,82,73,MI,932,11,100,"LESINSKI, JOHN",43369,7195,0.087973492,81786,0
7409,Michigan,26073082017,17,73,82,73,MI,932,11,200,"DONDERO, GEORGE A",51918,-7593,-0.076982349,98633,0
7410,North Carolina,37073077005,5,73,77,73,NC,932,11,100,"HANCOCK, FRANKLIN W",40825,23499,0.404103111,58151,0
7411,North Carolina,37073077006,6,73,77,73,NC,932,11,100,"UMSTEAD, WILLIAM B",38074,19981,0.355742696,56167,0
7412,North Carolina,37073077007,7,73,77,73,NC,932,11,100,"CLARK, J BAYARD",35416,26759,0.607151771,44073,0
7413,North Carolina,37073077008,8,73,77,73,NC,932,11,100,"LAMBETH, J WALTER",49584,23324,0.307525974,75844,0
7414,North Carolina,37073077009,9,73,77,73,NC,932,11,100,"DOUGHTON, ROBERT L",51145,21724,0.269642281,80566,0
7415,North Dakota,38073087000,0,73,87,73,ND,932,11,200,"SINCLAIR, JAMES H",144339,-62680,-0.434255468,144339,0
7416,New York,36073078000,0,73,78,73,NY,932,11,100,"STUDLEY, ELMER E",2363627,607284,0.256928864,2363627,0
7417,New York,36073078010,10,73,78,73,NY,932,11,100,"CELLER, EMANUEL",36460,22293,0.390399804,57103,0
7418,New York,36073078011,11,73,78,73,NY,932,11,100,"PRALL, ANNING S",50418,30095,0.413302022,72816,0
7419,New York,36073078012,12,73,78,73,NY,932,11,100,"DICKSTEIN, SAMUEL",21248,19180,0.780563243,24572,0
7420,New York,36073078015,15,73,78,73,NY,932,11,100,"BOYLAN, JOHN J",30112,24125,0.648068554,37226,0
7421,New York,36073078016,16,73,78,73,NY,932,11,100,"OCONNOR, JOHN J",29485,17036,0.387542938,43959,0
7422,New York,36073078017,17,73,78,73,NY,932,11,100,"PEYSER, THEODORE A",36397,6621,0.096227073,68806,0
7423,New York,36073078022,22,73,78,73,NY,932,11,100,"GRIFFIN, ANTHONY J",38172,29404,0.590572215,49789,0
7424,New York,36073078023,23,73,78,73,NY,932,11,100,"OLIVER, FRANK",131852,100099,0.527845304,189637,0
7425,New York,36073078024,24,73,78,73,NY,932,11,100,"FITZPATRICK, JAMES M",128881,63692,0.296921327,214508,0
7426,New York,36073078025,25,73,78,73,NY,932,11,200,"MILLARD, CHARLES D",80909,-17564,-0.117806455,149092,0
7427,New York,36073078026,26,73,78,73,NY,932,11,200,"FISH, HAMILTON JR",61687,-18513,-0.175053898,105756,0
7428,New York,36073078027,27,73,78,73,NY,932,11,200,"GOODWIN, PHILIP A",52099,-5945,-0.059951192,99164,0
7429,New York,36073078028,28,73,78,73,NY,932,11,100,"CORNING, PARKER",89096,41390,0.300635555,137675,0
7430,New York,36073078029,29,73,78,73,NY,932,11,200,"PARKER, JAMES S",65359,-18424,-0.162924578,113083,0
7431,New York,36073078002,2,73,78,73,NY,932,11,100,"BRUNNER, WILLIAM F",172512,103987,0.413662926,251381,0
7432,New York,36073078030,30,73,78,73,NY,932,11,200,"CROWTHER, FRANK",55981,-13349,-0.132385902,100834,0
7433,New York,36073078031,31,73,78,73,NY,932,11,200,"SNELL, BERTRAND H",47937,-12784,-0.15324311,83423,0
7434,New York,36073078032,32,73,78,73,NY,932,11,200,"CULKIN, FRANCIS D",56654,-22455,-0.245131217,91604,0
7435,New York,36073078033,33,73,78,73,NY,932,11,100,"SISSON, FRED J",53427,1029,0.009621858,106944,0
7436,New York,36073078034,34,73,78,73,NY,932,11,200,"CLARKE, JOHN D",58735,-14561,-0.132009102,110303,0
7437,New York,36073078007,7,73,78,73,NY,932,11,100,"DELANEY, JOHN J",36088,26392,0.530130162,49784,0
7438,New York,36073078009,9,73,78,73,NY,932,11,100,"RUDD, STEPHEN A",69634,31587,0.271823689,116204,0
7439,New Jersey,34073087010,10,73,87,73,NJ,932,11,200,"HARTLEY, FRED A JR",53316,-11415,-0.118187277,96584,0
7440,New Jersey,34073087007,7,73,87,73,NJ,932,11,200,"PERKINS, RANDOLPH",52003,-4315,-0.042793954,100832,0
7441,New Jersey,34073087008,8,73,87,73,NJ,932,11,200,"SEGER, GEORGE N",50997,-238,-0.002294883,103709,0
7442,New Jersey,34073087009,9,73,87,73,NJ,932,11,100,"KENNEY, EDWARD A",53822,884,0.007818857,113060,0
7443,Oklahoma,40073077000,0,73,77,73,OK,932,11,100,"ROGERS, WILL",467644,296229,0.46134259,642102,0
7444,Oklahoma,40073077001,1,73,77,73,OK,932,11,100,"DISNEY, WESLEY E",81080,34608,0.270047989,128155,0
7445,Oklahoma,40073077002,2,73,77,73,OK,932,11,100,"HASTINGS, WILLIAM W",46710,27143,0.409538754,66277,0
7446,Oklahoma,40073077003,3,73,77,73,OK,932,11,100,"CARTWRIGHT, WILBURN",59090,48865,0.704970064,69315,0
7447,Oklahoma,40073077004,4,73,77,73,OK,932,11,100,"MCKEOWN, THOMAS D",61867,41798,0.510129857,81936,0
7448,Oklahoma,40073077005,5,73,77,73,OK,932,11,100,"SWANK, FLETCHER B",64303,28518,0.284929262,100088,0
7449,Colorado,8068088001,1,68,88,73,CO,932,11,100,"LEWIS, LAWRENCE",70826,14225,0.109258349,130196,0
7450,Florida,12073074004,4,73,74,73,FL,932,11,100,"WILCOX, J MARK",86101,86101,0.995790204,86465,0
7451,Oklahoma,40073077006,6,73,77,73,OK,932,11,100,"JOHNSON, JED",53869,39821,0.586318595,67917,0
7452,Oklahoma,40073077007,7,73,77,73,OK,932,11,100,"MCCLINTIC, JAMES V",43809,35053,0.623541341,56216,0
7453,Oregon,41063077001,1,63,77,73,OR,932,11,200,"MOTT, JAMES W",82443,-22377,-0.139054946,160922,0
7454,Oregon,41063077002,2,63,77,73,OR,932,11,100,"PIERCE, WALTER M",30219,5050,0.080521717,62716,0
7455,Oregon,41063077003,3,63,77,73,OR,932,11,100,"MARTIN, CHARLES H",74397,33747,0.267629425,126096,0
7456,South Carolina,45073088002,2,73,88,73,SC,932,11,100,"FULMER, HAMPTON P",18699,18298,0.958010471,19100,0
7457,Wisconsin,55073088010,10,73,88,73,WI,932,11,200,"PEAVEY, HUBERT H",49764,-16316,-0.19396562,84118,0
7458,Wisconsin,55073088001,1,73,88,73,WI,932,11,200,"BLANCHARD, GEORGE W",50874,-2781,-0.026503888,104928,0
7459,Wisconsin,55073088002,2,73,88,73,WI,932,11,100,"HENNEY, C W",63091,15898,0.141543283,112319,0
7460,Wisconsin,55073088003,3,73,88,73,WI,932,11,200,"WITHROW, GARDNER R",59535,-20889,-0.212760106,98181,0
7461,Wisconsin,55073088004,4,73,88,73,WI,932,11,100,"CANNON, RAYMOND J",61058,27449,0.229263241,119727,0
7462,Wisconsin,55073088005,5,73,88,73,WI,932,11,100,"OMALLEY, THOMAS",57294,24735,0.188945161,130911,0
7463,Wisconsin,55073088006,6,73,88,73,WI,932,11,100,"REILLY, MICHAEL K",59055,20347,0.203529023,99971,0
7464,Wisconsin,55073088007,7,73,88,73,WI,932,11,200,"BOILEAU, GERALD J",49322,-2585,-0.026910545,96059,0
7465,Wisconsin,55073088008,8,73,88,73,WI,932,11,100,"HUGHES, JAMES",53414,1482,0.01407394,105301,0
7466,Wisconsin,55073088009,9,73,88,73,WI,932,11,200,"FREAR, JAMES A",52680,-12806,-0.138350511,92562,0
7467,South Carolina,45073088004,4,73,88,73,SC,932,11,100,"MCSWAIN, JOHN J",23041,22659,0.967382487,23423,0
7468,South Carolina,45073088005,5,73,88,73,SC,932,11,100,"RICHARDS, JAMES P",15046,14811,0.969242851,15281,0
7469,South Dakota,46073089002,2,73,89,73,SD,932,11,100,"WERNER, THEODORE B",36839,7773,0.117495012,66156,0
7470,Pennsylvania,42073077002,2,73,77,73,PA,932,11,200,"BECK, JAMES M",42233,14662,0.205597779,71314,0
7471,Pennsylvania,42073077030,30,73,77,73,PA,932,11,100,"BROOKS, TWING",35186,141,0.001891906,74528,0
7472,Pennsylvania,42073077031,31,73,77,73,PA,932,11,200,"KELLY, CLYDE",68944,-62913,-0.780606737,80595,0
7473,Pennsylvania,42073077032,32,73,77,73,PA,932,11,200,"MULDOWNEY, MICHAEL J",24785,-5799,-0.124784817,46472,0
7474,Pennsylvania,42073077033,33,73,77,73,PA,932,11,100,"ELLENBOGEN, HENRY",35612,5536,0.080808081,68508,0
7475,Pennsylvania,42073077004,4,73,77,73,PA,932,11,200,"EDMONDS, GEORGE W",43086,-6888,-0.084515337,81500,0
7476,Pennsylvania,42073077005,5,73,77,73,PA,932,11,200,"CONNOLLY, JAMES J",49516,-13276,-0.148414792,89452,0
7477,Tennessee,47073073001,1,73,73,73,TN,932,11,200,"REECE, B CARROLL",30336,-2448,-0.036859143,66415,0
7478,Pennsylvania,42073077006,6,73,77,73,PA,932,11,200,"STOKES, EDWARD LOWBER",44884,-4640,-0.054601725,84979,0
7479,Texas,48073073000,0,73,73,73,TX,932,11,100,"TERRELL, GEORGE B",798647,734161,0.235278603,3120390,0
7480,Texas,48073073014,14,73,73,73,TX,932,11,100,"KLEBERG, R M",69471,63015,0.829941918,75927,0
7481,Texas,48073073015,15,73,73,73,TX,932,11,100,"GARNER, J N",44318,36956,0.715092879,51680,0
7482,Utah,49064089001,1,64,89,73,UT,932,11,100,"MURDOCK, ABE",47774,2947,0.031271886,94238,0
7483,Utah,49064089002,2,64,89,73,UT,932,11,100,"ROBINSON, J W",62400,15481,0.139023843,111355,0
7484,Vermont,50073097000,0,73,97,73,VT,932,11,200,"GIBSON, ERNEST WILLARD",86194,-38603,-0.288545054,133785,0
7485,Virginia,51073073000,0,73,73,73,VA,932,11,100,"WOODRUM, CLIFTON A",206631,114045,0.551925897,206631,0
7486,West Virginia,54072073002,2,72,73,73,WV,932,11,100,"RANDOLPH, JENNINGS",55556,7501,0.072062638,104090,0
7487,West Virginia,54072073003,3,72,73,73,WV,932,11,100,"HORNOR, LYNN S",52287,7013,0.071883232,97561,0
7488,West Virginia,54072073004,4,72,73,73,WV,932,11,100,"JOHNSON, GEORGE W",62848,5855,0.048737243,120134,0
7489,West Virginia,54072073005,5,72,73,73,WV,932,11,100,"KEE, JOHN",61277,4922,0.041842356,117632,0
7490,Wyoming,56051097000,0,51,97,73,WY,932,11,200,"CARTER, VINCENT M",44816,-1760,-0.019514142,90191,0
7491,Pennsylvania,42073077007,7,73,77,73,PA,932,11,200,"DARROW, GEORGE P",62031,-26935,-0.269951993,99777,0
7492,Pennsylvania,42073077008,8,73,77,73,PA,932,11,200,"WOLFENDEN, JAMES",70113,-37974,-0.356162071,106620,0
7493,Pennsylvania,42073077009,9,73,77,73,PA,932,11,200,"WATSON, HENRY W",40726,-3236,-0.0399447,81012,0
7494,Ohio,39073077021,21,73,77,73,OH,932,11,100,"CROSSER, ROBERT",49436,23909,0.315259959,75839,0
7495,Ohio,39073077022,22,73,77,73,OH,932,11,200,"BOLTON, CHESTER C",141296,-42869,-0.177958679,240893,0
7496,Ohio,39073077002,2,73,77,73,OH,932,11,200,"HESS, WILLIAM E",58971,-1713,-0.014738146,116229,0
7497,Ohio,39073077003,3,73,77,73,OH,932,11,100,"HARLAN, BYRON B",85069,18962,0.122056722,155354,0
7498,California,6073077010,10,73,77,74,CA,934,11,100,"STUBBS, HENRY E",68475,30615,0.287867533,106351,0
7499,California,6073077011,11,73,77,74,CA,934,11,100,"MCGROARTY, JOHN STEVEN",66999,10649,0.085058628,125196,0
7500,California,6073077012,12,73,77,74,CA,934,11,100,"HOEPPEL, JOHN HENRY",52595,1379,0.013277872,103857,0
7501,California,6073077013,13,73,77,74,CA,934,11,100,"KRAMER, CHARLES",83384,55391,0.414857922,133518,0
7502,California,6073077014,14,73,77,74,CA,934,11,100,"FORD, THOMAS F",52761,18816,0.205844063,91409,0
7503,California,6073077006,6,73,77,74,CA,934,11,757,"CARTER, ALBERT E",93213,-93213,-0.999153196,93292,0
7504,California,6073077007,7,73,77,74,CA,934,11,100,"TOLAN, JOHN H",51962,4548,0.045745783,99419,0
7505,California,6073077008,8,73,77,74,CA,934,11,757,"MCGRATH, JOHN J",107325,-107325,-1,107325,0
7506,California,6073077009,9,73,77,74,CA,934,11,749,"GEARHART, B W",77650,-77650,-0.999588064,77682,0
7507,Colorado,8068088004,4,68,88,74,CO,934,11,100,"TAYLOR, EDWARD T",39747,22513,0.38116926,59063,0
7508,Illinois,17063077000,0,63,77,74,IL,934,11,100,"MITCHELL, ARTHUR W",27963,3134,0.059365055,52792,0
7509,Illinois,17063077010,10,63,77,74,IL,934,11,200,"CHURCH, RALPH E",100161,-5168,-0.02648165,195154,0
7510,Illinois,17063077011,11,63,77,74,IL,934,11,200,"REED, CHAUNCEY W",69469,-721,-0.005216435,138217,0
7511,Illinois,17063077012,12,63,77,74,IL,934,11,200,"BUCKBEE, JOHN T",57126,-11015,-0.106692109,103241,0
7512,Illinois,17063077013,13,63,77,74,IL,934,11,200,"ALLEN, LEO S",40423,-13996,-0.209351722,66854,0
7513,Illinois,17063077014,14,63,77,74,IL,934,11,100,"THOMPSON, CHESTER",44965,5635,0.066848568,84295,0
7514,Illinois,17063077015,15,63,77,74,IL,934,11,100,"ADAIR, J LEROY",48682,8647,0.09746503,88719,0
7515,Illinois,17063077016,16,63,77,74,IL,934,11,200,"DIRKSEN, EVERETT M",58716,-27672,-0.30828877,89760,0
7516,Illinois,17063077017,17,63,77,74,IL,934,11,200,"ARENDS, L C",36552,-2931,-0.041768201,70173,0
7517,Illinois,17063077018,18,63,77,74,IL,934,11,100,"MEEKS, JAMES A",48791,4174,0.044513171,93770,0
7518,Illinois,17063077019,19,63,77,74,IL,934,11,100,"DOBBINS, DONALD C",59179,8608,0.078432802,109750,0
7519,Illinois,17063077020,20,63,77,74,IL,934,11,100,"LUCAS, SCOTT W",39761,9676,0.138533345,69846,0
7520,Illinois,17063077021,21,63,77,74,IL,934,11,100,"MASON, HARRY H",49825,2495,0.025531349,97723,0
7521,Illinois,17063077022,22,63,77,74,IL,934,11,100,"SCHAEFER, EDWIN M",62161,13876,0.125629233,110452,0
7522,Illinois,17063077023,23,63,77,74,IL,934,11,100,"ARNOLD, WILLIAM W",51712,10192,0.109318689,93232,0
7523,Illinois,17063077024,24,63,77,74,IL,934,11,100,"PARSONS, CLAUDE V",39442,2551,0.03341936,76333,0
7524,Illinois,17063077025,25,63,77,74,IL,934,11,100,"KELLER, KENT E",55824,9869,0.096950704,101794,0
7525,Illinois,17063077003,3,63,77,74,IL,934,11,100,"KELLY, EDWARD A",122109,51780,0.269073676,192438,0
7526,Alabama,1073087001,1,73,87,74,AL,934,11,100,"MCDUFFIE, JOHN",13076,13037,0.994052612,13115,0
7527,Alabama,1073087002,2,73,87,74,AL,934,11,100,"HILL, LISTER",18592,18592,1,18592,0
7528,Alabama,1073087003,3,73,87,74,AL,934,11,100,"STEAGALL, HENRY B",13191,13191,0.999924196,13192,0
7529,Alabama,1073087004,4,73,87,74,AL,934,11,100,"HOBBS, SAM",14728,12642,0.751873439,16814,0
7530,Maryland,24068079001,1,68,79,74,MD,934,11,100,"GOLDSBOROUGH, T ALAN",41627,18249,0.280732251,65005,0
7531,Maryland,24068079002,2,68,79,74,MD,934,11,100,"COLE, WILLIAM P",75244,23941,0.183506561,130464,0
7532,Maryland,24068079005,5,68,79,74,MD,934,11,100,"GAMBRILL, STEPHEN W",39734,15370,0.237510238,64713,0
7533,Maryland,24068079006,6,68,79,74,MD,934,11,100,"LEWIS, DAVID J",45605,1361,0.015007995,90685,0
7534,Alabama,1073087005,5,73,87,74,AL,934,11,100,"STARNES, JOE",22035,14758,0.503393935,29317,0
7535,Alabama,1073087006,6,73,87,74,AL,934,11,100,"OLIVER, WILLIAM B",12342,12342,1,12342,0
7536,Alabama,1073087007,7,73,87,74,AL,934,11,100,"BANKHEAD, WILLIAM B",22001,16640,0.60814268,27362,0
7537,Alabama,1073087008,8,73,87,74,AL,934,11,100,"CARMICHAEL, ARCHIBALD H",13817,13817,1,13817,0
7538,Alabama,1073087009,9,73,87,74,AL,934,11,100,"HUDDLESTON, GEORGE",19317,18485,0.909023851,20335,0
7539,Arkansas,5058082001,1,58,82,74,AR,934,11,100,"DRIVER, WILLIAM J",20136,20136,1,20136,0
7540,Arkansas,5058082002,2,58,82,74,AR,934,11,100,"MILLER, JOHN E",18629,18629,1,18629,0
7541,Ohio,39073077018,18,73,77,74,OH,934,11,100,"IMHOFF, LAWRENCE E",49160,9518,0.107182271,88802,0
7542,Ohio,39073077019,19,73,77,74,OH,934,11,200,"COOPER, JOHN G",56200,-4177,-0.038055411,109761,0
7543,Ohio,39073077001,1,73,77,74,OH,934,11,200,"HOLLISTER, JOHN B",53985,-11262,-0.116453654,96708,0
7544,Ohio,39073077020,20,73,77,74,OH,934,11,100,"SWEENEY, MARTIN L",50611,28659,0.384385311,74558,0
7545,Arkansas,5058082003,3,58,82,74,AR,934,11,100,"FULLER, CLAUDE A",17363,7205,0.26180008,27521,0
7546,New York,36073078001,1,73,78,74,NY,934,11,200,"BACON, ROBERT L",127082,-33288,-0.14675631,226825,0
7547,New York,36073078035,35,73,78,74,NY,934,11,200,"HANCOCK, CLARENCE E",65732,-15133,-0.126023268,120081,0
7548,New York,36073078036,36,73,78,74,NY,934,11,200,"TABER, JOHN",45431,-18302,-0.245644646,74506,0
7549,New York,36073078037,37,73,78,74,NY,934,11,200,"COLE, W STERLING",48964,-19985,-0.244026033,81897,0
7550,New York,36073078038,38,73,78,74,NY,934,11,100,"DUFFY, JAMES P B",64434,14368,0.120765882,118974,0
7551,New York,36073078008,8,73,78,74,NY,934,11,100,"TONRY, RICHARD J",111247,66824,0.355575421,187932,0
7552,Arkansas,5058082005,5,58,82,74,AR,934,11,100,"TERRY, DAVID D",20209,20209,1,20209,0
7553,Arkansas,5058082006,6,58,82,74,AR,934,11,100,"MCCLELLAN, JOHN L",19078,19078,1,19078,0
7554,Arkansas,5058082007,7,58,82,74,AR,934,11,100,"PARKS, TILMAN B",13887,13274,0.915448276,14500,0
7555,New Jersey,34073087011,11,73,87,74,NJ,934,11,200,"CAVICCHIA, PETER A",34110,-579,-0.008483392,68251,0
7556,New Jersey,34073087012,12,73,87,74,NJ,934,11,200,"LEHLBACH, FREDERICK R",39817,-7271,-0.099120714,73355,0
7557,New Jersey,34073087013,13,73,87,74,NJ,934,11,100,"NORTON, MARY T",73342,46895,0.468130771,100175,0
7558,New Jersey,34073087014,14,73,87,74,NJ,934,11,100,"HART, EDWARD J",77020,55939,0.564544289,99087,0
7559,New Jersey,34073087001,1,73,87,74,NJ,934,11,200,"WOLVERTON, CHARLES A",81634,-32864,-0.246338355,133410,0
7560,New Jersey,34073087002,2,73,87,74,NJ,934,11,200,"BACHARACH, ISAAC",49824,-1081,-0.010942071,98793,0
